"Stationsname","Stationsnummer","Parameter","Zeitreihe","Parametereinheit","Gewässer","Zeitstempel","Zeitpunkt_des_Auftretens","Wert","Freigabestatus"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-21 00:00:00","2015-01-21 02:05:00",325.853,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-22 00:00:00","2015-01-22 00:05:00",325.843,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-23 00:00:00","2015-01-23 01:05:00",325.812,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-24 00:00:00","2015-01-24 02:25:00",325.768,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-25 00:00:00","2015-01-25 01:05:00",325.721,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-26 00:00:00","2015-01-26 18:25:00",325.707,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-27 00:00:00","2015-01-27 16:45:00",325.726,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-28 00:00:00","2015-01-28 11:15:00",325.695,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-29 00:00:00","2015-01-29 23:45:00",325.777,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-30 00:00:00","2015-01-30 10:15:00",325.908,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-01-31 00:00:00","2015-01-31 00:05:00",325.75,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-01 00:00:00","2015-02-01 11:05:00",325.693,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-02 00:00:00","2015-02-02 23:05:00",325.668,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-03 00:00:00","2015-02-03 17:45:00",325.672,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-04 00:00:00","2015-02-04 00:05:00",325.655,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-05 00:00:00","2015-02-05 17:25:00",325.673,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-06 00:00:00","2015-02-06 06:15:00",325.614,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-07 00:00:00","2015-02-07 00:25:00",325.603,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-08 00:00:00","2015-02-08 00:55:00",325.57,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-09 00:00:00","2015-02-10 00:00:00",325.545,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-10 00:00:00","2015-02-10 05:35:00",325.561,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-11 00:00:00","2015-02-11 15:45:00",325.563,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-12 00:00:00","2015-02-12 19:35:00",325.557,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-13 00:00:00","2015-02-13 22:05:00",325.565,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-14 00:00:00","2015-02-14 16:35:00",325.572,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-15 00:00:00","2015-02-15 00:00:00",325.562,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-16 00:00:00","2015-02-16 12:25:00",325.575,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-17 00:00:00","2015-02-17 06:25:00",325.538,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-18 00:00:00","2015-02-18 11:45:00",325.561,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-19 00:00:00","2015-02-19 18:25:00",325.556,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-20 00:00:00","2015-02-20 19:15:00",325.563,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-21 00:00:00","2015-02-21 23:55:00",325.565,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-22 00:00:00","2015-02-22 19:35:00",325.565,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-23 00:00:00","2015-02-23 23:45:00",325.593,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-24 00:00:00","2015-02-24 17:05:00",325.645,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-25 00:00:00","2015-02-25 02:25:00",325.646,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-26 00:00:00","2015-02-26 18:45:00",325.618,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-27 00:00:00","2015-02-28 00:00:00",325.676,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-02-28 00:00:00","2015-02-28 04:15:00",325.685,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-01 00:00:00","2015-03-02 00:00:00",325.672,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-02 00:00:00","2015-03-02 17:15:00",326.66,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-03 00:00:00","2015-03-03 00:25:00",326.417,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-04 00:00:00","2015-03-04 14:35:00",326.239,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-05 00:00:00","2015-03-05 00:00:00",326.206,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-06 00:00:00","2015-03-06 00:00:00",326.061,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-07 00:00:00","2015-03-07 01:05:00",325.904,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-08 00:00:00","2015-03-08 02:45:00",325.807,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-09 00:00:00","2015-03-09 02:05:00",325.728,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-10 00:00:00","2015-03-10 14:55:00",325.731,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-11 00:00:00","2015-03-11 17:15:00",325.742,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-12 00:00:00","2015-03-12 11:15:00",325.752,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-13 00:00:00","2015-03-13 01:05:00",325.732,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-14 00:00:00","2015-03-14 19:25:00",325.714,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-15 00:00:00","2015-03-15 00:00:00",325.687,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-16 00:00:00","2015-03-16 14:55:00",325.666,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-17 00:00:00","2015-03-17 15:05:00",325.648,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-18 00:00:00","2015-03-18 02:05:00",325.636,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-19 00:00:00","2015-03-19 14:45:00",325.649,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-20 00:00:00","2015-03-20 08:55:00",325.631,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-21 00:00:00","2015-03-21 22:35:00",325.637,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-22 00:00:00","2015-03-22 08:35:00",325.71,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-23 00:00:00","2015-03-23 08:35:00",325.636,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-24 00:00:00","2015-03-24 12:15:00",325.655,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-25 00:00:00","2015-03-25 22:55:00",325.675,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-26 00:00:00","2015-03-26 23:45:00",325.692,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-27 00:00:00","2015-03-27 19:35:00",325.704,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-28 00:00:00","2015-03-28 15:55:00",325.691,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-29 00:00:00","2015-03-30 01:00:00",325.74,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-30 01:00:00","2015-03-30 17:25:00",326.541,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-03-31 01:00:00","2015-04-01 01:00:00",326.472,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-01 01:00:00","2015-04-01 06:55:00",326.597,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-02 01:00:00","2015-04-03 00:35:00",326.568,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-03 01:00:00","2015-04-03 03:45:00",326.611,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-04 01:00:00","2015-04-05 01:00:00",326.809,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-05 01:00:00","2015-04-05 03:25:00",326.924,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-06 01:00:00","2015-04-06 02:35:00",326.452,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-07 01:00:00","2015-04-07 01:05:00",326.314,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-08 01:00:00","2015-04-08 03:35:00",326.259,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-09 01:00:00","2015-04-09 02:55:00",326.045,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-10 01:00:00","2015-04-10 02:45:00",325.949,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-11 01:00:00","2015-04-11 09:45:00",325.932,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-12 01:00:00","2015-04-12 03:25:00",325.945,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-13 01:00:00","2015-04-13 07:15:00",325.896,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-14 01:00:00","2015-04-14 10:15:00",325.892,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-15 01:00:00","2015-04-15 17:05:00",325.9,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-16 01:00:00","2015-04-16 16:55:00",325.899,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-17 01:00:00","2015-04-17 23:45:00",326.024,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-18 01:00:00","2015-04-18 12:35:00",326.229,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-19 01:00:00","2015-04-19 02:55:00",326.052,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-20 01:00:00","2015-04-20 01:55:00",325.968,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-21 01:00:00","2015-04-21 09:25:00",325.946,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-22 01:00:00","2015-04-22 14:55:00",325.907,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-23 01:00:00","2015-04-23 11:55:00",325.888,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-24 01:00:00","2015-04-24 12:35:00",325.868,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-25 01:00:00","2015-04-25 03:05:00",325.858,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-26 01:00:00","2015-04-26 18:25:00",325.874,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-27 01:00:00","2015-04-28 00:15:00",325.974,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-28 01:00:00","2015-04-28 13:35:00",326.801,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-29 01:00:00","2015-04-29 01:00:00",326.395,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-04-30 01:00:00","2015-04-30 02:35:00",326.204,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-01 01:00:00","2015-05-02 01:00:00",327.599,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-02 01:00:00","2015-05-02 05:35:00",327.858,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-03 01:00:00","2015-05-03 21:25:00",327.758,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-04 01:00:00","2015-05-04 14:45:00",328.07,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-05 01:00:00","2015-05-05 05:15:00",327.607,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-06 01:00:00","2015-05-06 14:15:00",328.038,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-07 01:00:00","2015-05-07 14:35:00",327.587,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-08 01:00:00","2015-05-08 05:25:00",327.59,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-09 01:00:00","2015-05-09 01:25:00",327.468,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-10 01:00:00","2015-05-10 02:05:00",327.37,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-11 01:00:00","2015-05-11 02:05:00",327.213,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-12 01:00:00","2015-05-12 03:55:00",327.191,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-13 01:00:00","2015-05-13 06:05:00",327.116,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-14 01:00:00","2015-05-14 01:00:00",326.984,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-15 01:00:00","2015-05-16 00:35:00",327.231,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-16 01:00:00","2015-05-16 01:00:00",327.228,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-17 01:00:00","2015-05-17 01:00:00",327.105,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-18 01:00:00","2015-05-18 12:55:00",326.939,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-19 01:00:00","2015-05-19 04:05:00",326.868,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-20 01:00:00","2015-05-20 21:55:00",326.834,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-21 01:00:00","2015-05-21 09:55:00",326.841,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-22 01:00:00","2015-05-22 01:55:00",326.776,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-23 01:00:00","2015-05-23 01:55:00",326.613,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-24 01:00:00","2015-05-24 01:35:00",326.437,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-25 01:00:00","2015-05-25 05:15:00",326.269,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-26 01:00:00","2015-05-26 18:25:00",326.532,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-27 01:00:00","2015-05-27 01:00:00",326.437,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-28 01:00:00","2015-05-28 01:00:00",326.284,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-29 01:00:00","2015-05-29 01:05:00",326.157,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-30 01:00:00","2015-05-30 06:05:00",326.044,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-05-31 01:00:00","2015-05-31 09:45:00",326.009,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-01 01:00:00","2015-06-01 11:35:00",325.973,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-02 01:00:00","2015-06-02 22:45:00",325.983,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-03 01:00:00","2015-06-03 16:35:00",325.959,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-04 01:00:00","2015-06-04 02:35:00",325.92,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-05 01:00:00","2015-06-05 21:55:00",325.928,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-06 01:00:00","2015-06-07 00:05:00",326.043,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-07 01:00:00","2015-06-08 01:00:00",326.421,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-08 01:00:00","2015-06-08 07:25:00",326.525,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-09 01:00:00","2015-06-09 20:35:00",326.342,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-10 01:00:00","2015-06-10 16:55:00",326.38,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-11 01:00:00","2015-06-11 20:55:00",326.304,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-12 01:00:00","2015-06-12 05:45:00",326.306,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-13 01:00:00","2015-06-13 04:15:00",326.23,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-14 01:00:00","2015-06-15 00:55:00",326.43,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-15 01:00:00","2015-06-16 00:15:00",326.66,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-16 01:00:00","2015-06-16 01:00:00",326.632,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-17 01:00:00","2015-06-17 01:15:00",326.452,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-18 01:00:00","2015-06-18 02:40:00",326.276,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-19 01:00:00","2015-06-19 14:05:00",326.69,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-20 01:00:00","2015-06-20 01:05:00",326.368,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-21 01:00:00","2015-06-21 11:35:00",326.328,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-22 01:00:00","2015-06-22 14:55:00",326.321,"Freigegeben, validierte Daten"
"Untersiggenthal, Stilli",2205,"Pegel","Tagesmaxima","m ü.M.","Aare","2015-06-23 01:00:00","2015-06-23 15:35:00",326.782,"Freigegeben, validierte Daten"
